feature_std,recurrent81_accuracy,inputonly33_accuracy,inputonly81_accuracy,recurrent81_MSE
0.03,0.9766021728515625,0.650347900390625,0.626123046875,2.0512316676557815e-06
0.15,0.9932718912760417,0.8258697509765625,0.7840321858723959,6.427400787334805e-06
1.0,0.9963551839192708,0.8721852620442708,0.8713470458984375,7.769415986735627e-05
